codelettres	numero	categorie	compositeurs	oeuvres	interpretes	remarques
wash	3	jazz	Washington, Dinah	Dinah Washington in the land of HI-FI	Dinah Washington, Hal Mooney Orchestra	
was	1	jazz	Washington, Grover	Winelight		
webs	1	jazz	Webster, Ben	Soulville	the Ben Webster Quintet	
webs	2	jazz	Webster, Ben	at the Renaissance		
webs	3	jazz	Webster, Ben	Ben Webster plays Duke Ellington		
webs	4	jazz	Webster, Ben	Stormy Weather		
webs	5	jazz	Webster, Ben	Web Webster and Associates		
webs	6	jazz	Webster, Ben	Big Ben Time !		
webs	7	jazz	Webster, Ben	Ben and Sweets	Ben Webster, Sweets Edison	
wer	1	jazz	Werner, Kenny	a Delicate Balance	Kenny Werner, Dave Holland, Jack DeJohnette	
wil	1	jazz	Williams, Joe	Every Night		
wild	1	jazz	de Wilde, Laurent	The Back Burner		
will	1	jazz	Willner, Hal	Weird Nightmare - Meditations on Mingus		
wilc	1	jazz	Wilson, Cassandra	Blue Skies		
wilb	1	jazz	Wilen, Barney	French Ballads		
wilt	1	jazz	Wilson, Teddy	"And then they wrote..." - "Mr Wilson and Mr Gerschwin"		
wilj	1	jazz	Williams, James	Magical Trio 1	James Williams, Ray Brown, Art Blakey	
woo	1	jazz	Woods, Phil	Heaven	the Phil Woods Quintet	
you	3	jazz	Young, Lester	the President plays	Lester Young, Oscar Peterson Trio	
yosh	1	jazz	Yoshizawa, Hajime	ah um		
ibr	1	jazz	Ibrahim, Abdullah	Duke's Memories	Abdullah Ibrahim, Dollar Brand	
par	3	jazz	Parker, Charlie	Bird - the original recordings of Charlie Parker	Charlie Parker, Miles Davis, Dizzy Gillespie, Red Rodney, Thelonious Monk, Lester Young	
wea	1	jazz	Weather Report	Black Market		
wilb	2	jazz	Wilen, Barney	La Note Bleue		
you	1	jazz	Young, Lester	The Jazz Giants		
you	2	jazz	Young, Lester	Pres and Teddy	Lester Young, Teddy wilson Quartet	
you	5	jazz	Young, Lester	Pres and Teddy	Lester Young, Teddy wilson Quartet	
you	6	jazz	Young, Lester	Live at the Royal Roost 1948		
yel	1	jazz	Yellowjakers	Like Ariver		
yel	2	jazz	Yellowjakers	Greenhouse		
yel	3	jazz	Yellowjakers	Politics		
yel	4	jazz	Yellowjakers	Dreamland		
had	1	jazz	Haden, Charlie	the Ballad of the Fallen		
vau	1	jazz	Vaughan, Sarah	Gerschwin live!	Michael Tilson Thomas, Sarah Vaughan, Los Angeles Philharmonic	
vau	2	jazz	Vaughan, Sarah	No Count Sarah		
vau	4	jazz	Vaughan, Sarah	Sarah Vaughan with Count Basie and Benny Carter	Sarah Vaughan, Count Basie, Benny Carter	
vau	5	jazz	Vaughan, Sarah	the irving berlin songbook	Sarah Vaughan, Billy Eckstine	
vau	7	jazz	Vaughan, Sarah	the Divine		
vau	8	jazz	Vaughan, Sarah	Les chefs-d'oeuvre de Sarah Vaughan		
uze	1	jazz	Uzeb	Between the Lines		
chau	1	classique	Chausson, Ernest	concerto pour violon, piano et quatuor à cordes op 21	Régis Pasquier - Jean-Claude Pennetier	
deb	21	classique	Debussy Claude	L'oeuvre de piano	Théodore Paraskivesco	4 CD
deb	1	classique	Debussy,Ravel	Quatuor à cordes en sol mineur opus 10 de Debussy, Quatuor à cordes en fa majeur de ravel	Orlando quartet	
deb	2	classique	Debussy Claude	Trois nocturnes, Jeux	Concertgebouw Orchestra, Amsterdam dirigé par Bernard Haitink. Voix féminines du Collegium Musicum Amstelodamense, dirigé par Kees de Wijs	
deb	3	classique	Debussy Claude	Préludes, premier livre	Arturo Benedetti Michelangeli	
deb	4	classique	Debussy Claude	Images 1 et 2, Children's Corner	Arturo Benedetti Michelangeli	Piste 4 rayée
deb	5	classique	Debussy Claude	La Cathédrale engloutie (prélude 10 du livre 1), Estampes, La fille au cheveux de lin (prélude 8 du livre 1), L'île joyeuse, Des pas dans la neige (prélude 6, livre 1), Suite Bergamasque	Paul Badura-Skoda	
deb	7	classique	Debussy Claude	12 Etudes pour piano, Etude retrouvée, Masques, L'Isle Joyeuse	Georges Pludermacher	
deb	9	classique	Debussy Claude	Préludes livres 1 et 2, Images 1 et 2, Rêverie, première et deuxième arabesque, La plus que lente, Etudes 7,8,10,11,12 extaite du livre 2, Masques, L'isle joyeuse	Sanson François	2 CD
deb	11	classique	Debussy, Schmitt	Psaumes Opus 38 pur orchestre, orgue, choeurs et solo,  La tragédie de salomé,  de Schmitt. Khamma de Debussy	Orchestre de l'ORTF dirigé par Jean Martinon, Andréa Guiot soprano, Gaston litaize à l'orgue	
deb	12	classique	Debussy Claude	Six mélodies de jeunesse, Sept poèmes de Banville, Proses lyriques, Trois poèmes de Stéphane Mallarmé	Anne-Marie Rodde, Noël Lee	
deb	13	classique	Debussy Claude	14 chansons de jeunesse, Fêtes Galantes 1, 3 mélodies de Verlaine, 2 romances	Anne-Marie Rodde, Noël Lee	
deb	15	classique	Debussy Claude	Fantaisie pour piano, Rapsodie pour saxophone, Rapsodie pour clarinette, Khamma, Danse (Tarantelle styrienne), La plus que lente	Orchestre national de l'ORTF, direction Jean Martinon	
deb	16	classique	Debussy, Beethoven, Chopin, Mozart	Fantaisie en ré mineur K397 de Mozart, Nocturnes opus 15 numéro 2 et 27 numéro 2 de Chopin, Childreen 's Corner de Debussy, sonate opus 2 numéro 2 de Beethoven	Mieczyslaw Horszowski	
deb	18	classique	Debussy Claude	Etudes premier et deuxième livre	Jacques Rouvier	
deb	19	classique	Debussy Claude	La mer, L'aprés midi d'un faune, Jeux	New Philarmonia Orchestra , direction Pierre Boulez	
deb	29	classique	Debussy Claude	Préludes 1 et 2, images 1 et 2, 2 arabesques, la plus que lente, étude 2, masques, L'isle joyeuse, Berceuse héroïque		2 CD
deb	27	classique	Debussy Claude	Estampes, Images 1 et 2, Pour le piano	Jean-claude Pennetier	
deb	22	classique	Debussy Claude	Ariettes oubliées, Fêtes Galantes, cinq poèmes de Charles Beaudelaire	Barbara Henricks soprano, et Michel Beroff au piano	
deb	23	classique	Debussy Claude	intégrale de l'oeuvre pour deux pianos et piano à 4 mains	Christian Ivaldi et Noël Lee	2 CD
deb	24	classique	Debussy Claude	Préludes, Livres 1 et 2	Walter Gieseking	
deb	25	classique	Debussy Claude	Le martyre de Saint-Sebastien, Iberia	Boston Symphonie Orchestra, Charles Munch	
deb	26	classique	Debussy Claude	Préludes 1 et 2	Ktystian Zimerman	2 CD
dev	1	classique	Devienne, Rössler-Rosetti, Haydn	concerto pour flute et orchestre No.4 de Devienne, concerto pour flute et orchestre de Rössler-Rosetti, concerto pour flute et orchestre de Haydn	Flutiste: Janos Szebenyi, Györ philarmonic orchestra dirigé par Janos Sandor	
desp	1	classique	Desprez, Mouton	MIssa de Beata Virgine de Desprez, Motets de Mouton	Theatre of voices, Paul Hillier	
del	1	classique	Delalande Michel-Richard	dies irae, misere	choeur et orchestre de la chapelle royale, dirigé par Philippe Herreweghe	
den	1	classique	Denisov, E.	Symphony	The USSR Ministry of culture orchestra, dirigé par Gennadi Rozhdestvensky	
dhe	1	classique	d'Helfer, Charles	Messe de funérailles des ducs de Lorraine	Les sacqueboutiers de Toulouse, La Psalette de Lorraine	
dia	1	classique	Diamond, Davis	Symphonie No2 et No4, Concerto for small orchestra	Seattle Symphony, New York Chamber Symphony, direction Gérard Schwarz	
diep	1	classique	Diepenbrock, Alphons	Volume 1, Oeuvres pour orchestre	Emmy Verhey au vilon, residentie orchestra the Hague, dirigé par Hans Vonk	
diep	2	classique	Diepenbrock, Alphons	volume 2, symphonic song	Linda Finnie mezzo-soprano, Robert Holl bass , Christoph Homberger tenor, resindentie orchestra the Hague dirigé par Hans Vonk	
dim	2	jazz	Di Meola, Mc Laughlin, De Lucia	Friday Night In San Fransisco	Di Meola, Mc Laughlin, De Lucia	
doh	1	classique	Dohnanyi, Beethoven	pièce pour piano et étude de concert de Dohnanyi, Andante Favori de Beethoven	Dohnanyi	
doh	2	classique	Dohnanyi, Ernst	Concert pour vilon et orchestre opus 27	Gottfried Schneider au vilon, Bamberger Symphoniker dirigé par Yoel Levi	
doh	3	classique	Dohnanyi, Schubert, Roussel	trio à cordes D471 de Schubert, Trio à cordes opus 58 de Roussel, Sérénade opus 10 de Dohnanyo 	trio à cordes Borsarello	
dow	1	classique	Dowland, John	lute songs, lute solos	Alfred deller haute contre, Robert Spencer,luth	
dow	2	classique	Dowland, John	Lachrimae 1604	the consort of musicke sous la direction de Anthony Rooley	
dow	4	classique	Dowland, John	the third booke of songs	the consort of musicke, Anthony Rooley	
dow	3	classique	Dowland, John	Lachrimae 1604	Jordi Savall, Chrisyophe Coin, Segi Casademunt, Lorenz Duftschmid, Paolo Pandoflo, Jose Miguel Moreno	
dufa	1	classique	Dufay, Binchois	Ballades, rondeaux et lamentation	ensemble Gilles Binchois	
duka	3	classique	Dukas, Paul	Symphonie en ut majeur, Arianne et Barbe-bleu (prélude de l'acte 3), la Péri, l'apprenti sorcier 	Orchestre national de l'ORTF (Jean Martinon), Philarmonia orchestra (Igor Markevitch), Orchestre du théatre national de l'opéra de Paris (Pierre Dervaux)	
duka	4	classique	Dukas, Ravel,Berlioz,Franck,Saint-saëns, Thomas	Daphnée et Chloée, suite No.2 de Ravel, L'apprenti Sorcier de Dukas,... divers	NBC Symphony Orchestra dirigé par Arturo Toscanini	
dum	1	classique	Du Mont, Henry	Motets en dialogue	direction orgue et clavecin: Christophe Rousset	
dura	1	classique	Durante, Francesco	Concerto Köln		
dur	2	classique	Duruflé, Maurice	Requiem et 4 motets sur des thèmes grégoriens	english chamber orchestra dirigé par Matthew Best	
dur	1	classique	Duruflé, Maurice	Requiem et motets sur des thèmes grégoriens	Choeurs et orchestre Colonne, Michel Corboz	
dur	3	classique	Duruflé, Maurice	Intégrale de l'oeuvre pour orgue	Olivier Latry	
dut	2	classique	Dutilleux, Henri	Symphonie 1 et 2	Orchestre national de Paris, Barenboïm	
dut	3	classique	Dutilleux, Maxwell Davies	concerto pour violon et orchestre (L'Arbre Des Songes) de Dutilleux,concerto pour violon et orchestre de Maxwell Davies	Isaac Stern au violon, Royal Philarmonic Orchestra dirigé par André Previn	
dut	4	classique	Dutilleux, Henri	Symphonie No2, Timbres, Espace, Mouvement ou la nuit étoilée, Métaboles	Orchestre de Paris, Semyon Bychkov	
dvo	22	classique	Dvorak, Antonin	Cypresses, Biblical songs	Philip Landridge tenor, Radoslav Kvapil piano	
dvo	23	classique	Dvorak, Antonin	Symphonie No.6 en ré majeur Op.60, My Home (ouverture), Husitskà (dramatic ouverture), Carnival (concert ouverture)	Czech philarmonic orchestra dirigé par Karel Ancerl	
dvo	24	classique	Dvorak, Tchaikovski	concerto pour violoncelle de Dvorak, variation rococo de Tchaikovski	Rostropovitch, Boston symphony orchestra dirigé par Osawa	
dvo	25	classique	Dvorak, Antonin	Sextet Op.48, Quintet Op.77	musiciens membres du Vienna Octet	
dvo	26	classique	Dvorak, Antonin	trio pour piano en ré mineur Op.90 et en fa mineur Op.65	Menhamen Pressler au piano, isidore Cohen au violon, Bernard Greenhouse au violoncelle 	
dvo	14	classique	Dvorak, Suk	concerto pour violon en la mineur Op. 53 de Dvorak, Fantaisie en sol mineur de Suk	Czech Philarmonic Orchestra sous la direction de Vaclav Neumann	
dvo	15	classique	Dvorak, Schumann, Bruch	Concerto pour violoncelle en si mineur Op.104 de Dvorak, Concerto pour violoncelle en la mineur Op.129 de Schumann, Kol Nidrei Op.47 de Bruch	Janos Starker au violoncelle, London Symphony Orchestra dirigé par Antal Dorati	
dvo	16	classique	Dvorak, Antonin	Quatuor à cordes vol.1	Prager Sreichquartett	3 CD
dvo	17	classique	Dvorak, Antonin	Quatuor à cordes vol.2	Prager Sreichquartett	3CD
dvo	1	classique	Dvorak, Antonin	Symphonies 1, 2, 3	Czech Philarmonic Orchestra, Vaclav Neumann	2 CD
dvo	18	classique	Dvorak, Antonin	Quatuor à cordes vol.3	Prager Sreichquartett	3 CD
dvo	19	classique	Dvorak, Antonin	Ouverture, poèmes symphoniques, Variations Symphoniques 	Orchestre symphonique de la radio bavaroise, Rafael Kubelic	2 CD
dvo	20	classique	Dvorak, Antonin	Les symphonies	London symphony orchestra, Istvan Kertész	6 CD
dvo	3	classique	Dvorak, Tschaikowsky	concerto pour violoncelle de Dvorak, variation rococo	Rostropovich, phlarmonique de Berlin dirigé par Karajan	cd rayé
dvo	2	classique	Dvorak, Antonin	Salvonic Dances op 46 et 47	Czech Philarmonic Orchestra dirigé par Vaclav Neumann	
dvo	4	classique	Dvorak, Antonin	Quintet pour piano en la Opus 5 et Opus 81	Richter au piano, Borodin Quartet	
dvo	5	classique	Dvorak, Turina	quatuor pour violon, alto et violoncelle (No.2 Op.87 de Dvorak, Op.67 de Turina)	Alvarez Klavierquartett	
dvo	6	classique	Dvorak, Suk	Trio pour piano violon et violoncelle ( Op.90 de Dvorak, Op.2 de Suk)	Trio Gabriel Fauré	
dvo	9	classique	Dvorak, Antonin	Sérénades Op.22 et 24	Orphéus chamber Orchestra	
dvo	7	classique	Dvorak, Antonin	Requiem Op.89	Czech philarmonic orchestra dirigé par Wolfang Sawallisch	2 CD
dvo	12	classique	Dvorak, Smetana, Litz	Symphonie No.9 de Dvorak, Moldau De Smetana, Les Préludes de Litz	Philarmonique de Berlin	
dvo	13	classique	Dvorak, Antonin	Stabat Mater	Czech Philarmonic Chorus and Orchestra dirigé par Wolfang Sawallisch	
dvo	8	classique	Dvorak, Antonin	Symphonie No.9	Czech Philarmonic Orchestra, Vaclak Neumann	
dut	1	classique	Dutilleux, Lutoslawski	concerto pour violoncelle	Rostropovich, Orchestre de Paris dirigé par Lutoslawski Baudo	
dvo	21	classique	Dvorak, Antonin	Symphonies 4,5,6	Czech Philarmonic Orchestra, dirigé Vaclav Neumann 	2 CD
eiri	1	classique	Eiriksdottir, Karolina	Portrait	Caniculares Festival Orchestra, irigé par Per Borin	
edcy	1	classique	Estache du Cavrroy	23 fantaisies	Hespérion 20, Dirigé par Jordi Savall	
egk	1	classique	Egk, Martin	La tentation de Saint Antoine d'Egk, 6 Monologues de Jedermann, 3 extraits de "der Sturm"  de Martin	Janet Beker (contrealto), Koeckert-quartet, cordes de l'oerchestre de la radio bavaoise, direction Egk	
egk	2	classique	Egk, Liebermann, Blacher, Einem	Furioso für orchestra de Liebermann, Variation Paganini de Blacher, Suite Française de Egk, Concerto pour piano et ballade pour orchestre de Einem	Orchestre symphonique de la radio de Berlin	
elec	1	electro	Françoise Barrière	Chrisopée électronique-Bourges, Par temps calme et ensoleillé, Musique pour le temps de noël, Aujourd'hui		
elec	2	electro	Christian Clozier	Chrisopée électronique-Bourges, Quazars, Markarian 205		
elec	3	electro	Daoust, Rai, Body, Zwedberg, Patachich, Mandolin	divers		
elec	5	electro	divers	Concours international de musique électronique de Bourges 1988		
elec	4	electro	divers	Concours international de musique électronique de Bourges 1987		2CD
elec	6	electro	divers	Concours international de musique électronique de Bourges 1988		2CD
elec	7	electro	divers	Concours international de musique électronique de Bourges 1989		CD
elec	8	electro	divers	Concours international de musique électronique de Bourges 1990		2CD
elec	9	electro	divers	Concours international de musique électronique de Bourges 1991		
elec	10	electro	divers	Concours international de musique électronique de Bourges 1991		2CD
elec	11	electro	divers	electroacousticmusic		
elg	1	classique	Elgar, Edward	Concerto pout violon et orchestre en si mineur Op.61	Itzhak Perlman au violon, Orchestre symphonique de Chicago sous la dierction de Barenboim	
elg	3	classique	Elgar, Edward	Variation sur un thème original (enigma) Op.36, Marches militaires, La foule d'inde op.66	Orchestre symphonique de la BBC, direction Léonard Bernstein	
elg	2	classique	Elgar, Edward	Concerto pour violoncelle Op.85, Variation sur le thème "énigma"	Orchestre symphonique de Londre et de Philadelphie	
elg	4	classique	Elgar, Edward	Symphonie No1, Sérénade pour cordes, Chanson de nuit, Chanson du matin	London philarmonic orchestra dirigé par Sir Adrian Boult	
elg	8	classique	Elgar, Edward	Symphonie No.1, Pomp and Circonstance (Marches No.1,4)	Philarmonia orchestra, Giusepe Sinopoli	
elg	5	classique	Elgar, Edward	Symphonie No.2	Philarmonia orchestra, Giusepe Sinopoli	
elg	7	classique	Elgar, Edward	Chanson de matin, Chanson de nuit, Salut d'amour, Sospiri, Sursum corda	Bournemouth sinfonietta, Norman del mar, George Hurst	
elg	6	classique	Elgar, Edward	Varitaion sur un thème "enigma", Sérénade pour cordes, Dans le sud	Philarmonia orchestra, Giusepe Sinopoli	
elg	10	classique	Elgar, Holst	Variation sur un thème "énigma" d'elgar, Les planètes de Holst	London symphony orchestra dirigé par Gustav Holst	
engl	1	classique	Englund, Einar	Epinikia, Symphonie No.2 "Blackbird", Symphonie No.4 pour cordes et percussion	Espoo chamber orchestra, Paavo Pohjola	
enes	1	classique	Enesco, Georges	Symphonie de chambre Op.33, Intermède pour cordes Op.12, Dixtuor op.14 	Orchestre de la chambre de Lausanne, Direction Lawrence Foster	
fal	5	classique	Falla (de), Manuel	Nuits dans les jardins d'Espagne, l'oeuvre pour piano seul	Rafael Orozco (piano), Orchestre espagnol des jeunes dirigé par Edmond Colomer	
fal	1	classique	Falla, Chopin	concerto pour pino No.2 de Chopin, Nuits dans les jardins d'espagne de Falla	Clara Haskil au piano, Orchestre des concerts Lamoureus dirigé par Igor Markevitch	
fal	2	classique	Falla (de), Manuel	4 Pièces espagnoles, Fantasia bética, El sombrero de tres picos, el amor brujo	Alicia de la rocha	
fal	3	classique	Falla (de), Manuel	Le tricorne, El amor Brujo	Orchestre symphonique de Montréal, Charles Dutoit	
fal	4	classique	Falla (de), Manuel	El amor Brujo, El retablo de maese pedro	Orchestre de Barcelonne, Josep Pons	boîte cassée
fal	6	classique	Falla (de), Manuel	Les introuvables		4CD + livret à l'intérieur
fau	1	classique	Fauré, Gabriel	Requiem	Choeur de la radio de Leipzig, orchestre de Dresde, direction Sir Colin Davis	
fau	2	classique	Fauré, Gabriel	Les deux quatuors à corde pour piano	The Nash ensemble	
fau	3	classique	Fauré, Gabriel	les 13 barcarolles	Jean-Philppe Collard au piano	
fau	5	classique	Fauré, Gabriel	Les sonates pour violon et piano	Shlomo Minzt au violon, Yefim Bronfman au piano	
fau	6	classique	Fauré, Gabriel	Deux quintettes pour piano et cordes	Jean Hubeau au piano, Quatuor Via Nova	
fau	9	classique	Fauré, Gabriel	musique de chambre vol.1	Jean-Philippe Collard, Augustin Dumay, Frédéric Lodéon, Michel Debost	2CD
fau	10	classique	Fauré, Gabriel	musique de chambre vol.2	Jean-Philippe Collard, Augustin Dumay, Frédéric Lodéon, Michel Debost	2CD
fau	11	classique	Fauré, Franck	Sonates pour violon et piano Op.13 et 108 de Fauré, Sonate pour piano et violon de Franck 	Arthur Grumiaux au violon, Paul Crossley et Gyorgy Sebok au piano	
fau	13	classique	Fauré, Gabriel	La bonne chanson et d'autres...	Gérard Souzay (Bariton), Dalton Balwin (piano)	
fau	14	classique	Fauré, Gabriel	Sonate pour piano et violoncelle N.2 en sol mineur Op.117	Steven Isserlis (violoncelle), Pascal Devoyon (piano)	
fau	16	classique	Fauré, Gabriel	Sonates pour piano et violoncelle No.1 et 2, élégie, papillon, romance	Roland Pidoux (violoncelle), Jean-Claude Pennetier (piano)	
fau	17	classique	Fauré, Gabriel	Mélodies	Thierry Félix, Erika Guiomar	
fau	18	classique	Fauré, Gabriel	Pavane, suite "pelléas et mélisande", Masques et bergamesques, Fantaisie pour flute	Academy de Saint Martin des Champs, Necille Mariner, (William Bennett à la flute)	
fau	20	classique	Fauré, Gabriel	Sonate en la majeur de Frank, Sicilienne op.78, Fantaisie Op.79 et Sonate en la majeur de Fauré	Emmanuel Palud (Flûte), Eric Le Sage(piano)	
fau	21	classique	Fauré, Gabriel	Requiem	Corydon singers, English Chamber Orchestra, direction Mattew Best	
fau	4	classique	Fauré, Gabriel	13 Barcarolles, impromptus, 4 valses Caprices, 8 pièces brèves, Mazurka Op.32, 3 Romances sans paroles, Dolly, Souvenirs de Bayreuth	Jean-Philippe Collard et Bruno Rigutto (4 mains)	2 CD (neuf)
feld	1	classique	Feld, Jindrich	Symphonie No.1	Czech philarmonic orchestra sous la direction de Vaclav Neumann	
fioc	1	classique	Fiocco, Joseph Hector	Pièces de clavecin	Tom Koopman	2CD
fran	1	classique	Franck, Saint-Saëns	Symphonie en ré mineur de Franck, Le rouet d'omphale de Saint-Saëns	orchestre nationale de France, direction Léonard Bernstein	
fran	2	classique	Franck, César	Les béatitudes	Choeurs et orchestre radio france, Armon Jordan	2CD
fran	6	classique	Franck, César	Fantaisie en la'prière, Fantaisie en ut'cantabile,Grande pièce symphonique	André Isoir (orgue)	
bel	3	classique	Bellini, Vincenzo (supplément : Vaccai)	Les Capulets et les Montaigus (supplément : final de Vaccai)	Mei, Kasarova, Vargas, Abbado	3 Cds
fran	4	classique	Franck, César	Les élodies, Le chasseur maudit, Psyché	Basler sinfonie Orchester, Armin Jordan	
fran	8	classique	Franck, César	Quintette pour piano et cordes, Prélude, choral et Fugue	Jean-Philippe Collard, Quatuor Muir	
fran	9	classique	Franck, Berlioz, D'indy	Symphonie en ré mineur de Franck, Ouverture de Béatrice et bénédicte de Berlioz, Symphonie sur un champ Montagnard de d'Indy	orchestre symphonique de Chicago dirigé par Pierre Monteux, Nicole Henriot-Schweitzer au Piano	
fran	10	classique	Franck, César	Oeuvre pour orgue Vol.2	Daniel Roth	
fran	11	classique	Franck, César	Oeuvre pour orgue Vol.3	Daniel Roth	
fre	1	classique	Frescobaldi, Girolamo	Fiori Musicali	Rinaldo Alessandrini	2CD
forq	1	classique	Forqueray, Antoine	Pièces de viole avec la Basse Continuë	Jordi Savall, Ton Koopman, Christophe Coin	
